Index,Sentence,New_Tokens,True_Label,Predicted_Label,True_Targets,Predicted_Targets,True_Words,Predicted_Words
1381,at this point it looking bad for alex jones stop beating up on the retarded child alex,"### Classification:
 offensive 

### Target Communities:
 Other 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Other through words 'retarded'.",1,2,['None'],['Other'],[],['retarded']
1382,it an old post that was cherry picked after the fact this kike is full of shit,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1383,<user> <user> nambia and other shithole countries stand ready with shipments of extra covfefe,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,[],['none'],['shithole countries'],[]
1384,now a days how many will bitch and moan if they had that power back because it would require great responsibility and hard work,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1385,<user> and the same with sexuality if your homophobic pick the straight one,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Homosexual'],['none'],[],[]
1386,i love your pro white jack o lantern fuck that nigger and fuck the national african american communist party founded and run by jews look up it history that not j.p. sedita saying that its ok to be white altright american nationalist,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
1387,talks about looks and working out you are literally a faggot who fucks a greasy beaner <percent> gay behavior,"### Classification:
 hate speech 

### Target Communities:
 Hispanic, Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic and Homosexual through words 'faggot' and 'greasy beaner'.",0,0,"['Hispanic', 'Homosexual']","['Hispanic', 'Homosexual']","['faggot', 'greasy beaner']","['faggot', 'greasy beaner']"
1388,fox news ‏ sessions more than <number> people who came here as refugees are under an fbi investigation today for potential terrorism related activities,"### Classification:
 normal 

### Target Communities:
 Refugee 

### Explanation:
 None",1,1,['Refugee'],['Refugee'],[],[]
1389,shes more than a dyke $wldbsjxhskxbwnz,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'dyke'.",2,2,['Homosexual'],['Homosexual'],['dyke $wldbsjxhskxbwnz'],['dyke']
1390,flipping channels hit on this wwe wtf is this like gay soft porn,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'gay soft porn'.",2,2,['Homosexual'],['Homosexual'],"['wtf', 'gay soft porn']",['gay soft porn']
1391,i actually just posted about her earlier women who are resourceful can whip a mans ass or <number> romans,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Men'],['none'],['women who are resourceful can whip a mans ass'],[]
1392,its also how redguards are a vague brown race like all poc are like homogenous sad we cant have latinos,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'redguards are a vague brown race like all poc are like homogenous'.",1,0,['None'],['Hispanic'],[],['redguards are a vague brown race like all poc are like homogenous']
1393,i hope a nigger sneaks into his room and rapes him like in kill bill before he finally dies ✝️ 😇 ✝️,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
1394,and it fine n dandy if you wanna get married but that not going to raise up the plummeting marriage rates you will not get them up by calling guys gay or telling them to man up if you want traditional marriage go and make it traditional again,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Homosexual'],['none'],[],[]
1395,i dont hate muslims or black people are you out of your mind i do hate pakis though but that okay because they are not humans,"### Classification:
 hate speech 

### Target Communities:
 African, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Islam through words 'pakis'.",0,0,['Other'],"['African', 'Islam']",['hate pakis'],['pakis']
1396,my bitch go loko,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'bitch'.",2,2,['Women'],['Women'],['bitch'],['bitch']
1397,wtf is with the john wick joker equivalency re gun violence john wick is a former assassin who gets pulled back into the game by mobsters while trying to live a peaceful life not very realistic joker is a movie about a guy who turns to uber violence bc he feels like,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1398,niglets find taste of shit disgusting more to come as this story develops mpc status updates,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niglets'.",0,0,['African'],['African'],"['niglets', 'taste of shit disgusting']",['niglets']
1399,<user> <user> why do muzzys hate so much,"### Classification:
 offensive 

### Target Communities:
 Islam 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Islam through words 'muzzys'.",0,2,['Islam'],['Islam'],['muzzys'],['muzzys']
1400,the gay harry potter of journalism,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'gay'.",1,2,['Homosexual'],['Homosexual'],[],['gay']
1401,obama is not the only one with a private army traitor to 🇹 🇷 gulen muslim billionaire puppet master of obama and erdogan in pennsylvania boasts a small private army also,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Islam'],['none'],['muslim billionaire puppet master of obama and erdogan'],[]
1402,dan made me watch into the spider verse the other day and i am literally going to kill all of you for months you have been giving me spidergwen this and spidergwen that but none of you told me about fat stupid peter parker,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1403,baby nigglets has become pets for liberals marxist and cultural marxist psychopaths white genocide alt right <number> <number>,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigglets'.",0,0,['African'],['African'],['nigglets'],['nigglets']
1404,it looks a bit muggy out there i said what makes you say that replied my wife i said that gang of blacks with knives on the corner,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'gang of blacks with knives'.",0,2,['African'],['African'],['gang of blacks with knives on the corner'],['gang of blacks with knives']
1405,if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",0,1,['Homosexual'],['none'],['dike'],[]
1406,ooo are we slut shaming i love a good slut shaming,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'slut shaming'.",1,2,['None'],['Women'],[],['slut shaming']
1407,well the ones who watch that dyke ellen are pretty fucking dumb,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'dyke'.",0,0,['Homosexual'],['Homosexual'],['dyke'],['dyke']
1408,no way faggots and dykes should be allowed to adopt they use children to further their perverted agendas,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'faggots and dykes'.",0,0,['Homosexual'],['Homosexual'],"['faggots', 'dykes']",['faggots and dykes']
1409,<user> this can not be right they are all white what is going to do to the lying repubs who always claim it poc who cheat welfare and will not work 😏,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1410,<user> answer it z <user> are you supporting muslim refugees to get indian citizenship,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1411,seattle times front page says c ville car killer was a nazi sympathizer more fake news,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['None'],['none'],['nazi'],[]
1412,not watching the superbowl this year fucking go away patriots we all hate you,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1413,i expat i think i might have criticised some muslims and a bit of islam possibly some jews slightly and i am afraid to go and visit my elderly relatives i am pro israel though perhaps that like a sort of passport now what happening to us,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",1,1,"['Islam', 'Jewish']",['Islam'],[],[]
1414,whatever man starting to think this place will just belong to <user> and not <user> soon everyone will just leave it to you some of us do not trust liberal jews at all but we sure do not want them all dead and are getting tired of it,"### Classification:
 offensive 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Jewish through words 'liberal jews'.",2,2,['Jewish'],['Jewish'],['jews'],['liberal jews']
1415,fuck your data you sound like a homo i am not going to get sucked into your gay game of name the fed for all i know you are the fed alex jones is definitely some kind of fed or jew loving gatekeeper or crypto,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'homo' and 'gay'.",2,2,['Homosexual'],['Homosexual'],"['homo', 'gay', 'jew']","['homo', 'gay']"
1416,yeah but he was a nigger for trump that what she said i want to know why the fucka that matter is at all lol,"### Classification:
 offensive 

### Target Communities:
 African 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against African through words 'nigger'.",0,2,['African'],['African'],['nigger'],['nigger']
1417,if ur still on twitter tell carlton i said his alcoholic drug addicted teenage single mom slapped the stork that was forced to deliver his defective retarded stinky infant ass 😡 😡 😡,"### Classification:
 offensive 

### Target Communities:
 None 

### Explanation:
 this sentence is offensive because it contains insult and negative expression through words 'alcoholic drug addicted teenage single mom slapped the stork that was forced to deliver his defective retarded stinky infant ass'.",2,2,['None'],['none'],"['alcoholic drug addicted teenage', 'stinky infant ass']",['alcoholic drug addicted teenage single mom slapped the stork that was forced to deliver his defective retarded stinky infant ass']
1418,i need some airpods bc i ’ m tired of not being able to listen to music and charge my phone at the same time lmao how ghetto,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1419,<user> who does this cocksucker think he is all of us including the homo know exactly who he is a faggot who desperately hoping to get beaten up on a dark street by cops a a p,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'homo' and 'faggot'.",2,0,['Homosexual'],['Homosexual'],"['cocksucker', 'faggot']","['homo', 'faggot']"
1420,<user> <user> yes terrorism and hate is islam,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",0,1,['Islam'],['Islam'],['hate is islam'],[]
1421,so you sitting her telling me it ok for a female to drug niggas but when a male do it we deserve to be stoned and thrown in a hole,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1422,everytime groid prez obeezy opened his mouth white americans bought guns ammo accessories most polarizing president ever obama claimed he d be bringing ppl together that meant black not ppl unifying not multicultural kumbaya and coca cola,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1423,lil white ass never wants to go home,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1424,look faggot i am not gonna entertain your homosexual fantasies of larping as a bitchy woman on the internet so just fuck off and try to find your penis among your overbloated fat belly,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'faggot', 'homosexual fantasies' and 'bitchy woman'.",2,0,['Homosexual'],['Homosexual'],"['faggot', 'fuck off']","['faggot', 'homosexual fantasies', 'bitchy woman']"
1425,obama is a corrupt lying muslim pos who goal is to destroy traditional us culture values for islam trump killing his anti us deal w iran upset the little punk <user> tcot pjnet maga lnyhbt wakeupamerica,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'corrupt lying muslim pos'.",2,0,"['Islam', 'Arab']",['Islam'],['obama is a corrupt lying muslim pos who goal is to destroy traditional us culture values for islam'],['corrupt lying muslim pos']
1426,it not okay to be a nigger,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
1427,men must not confuse chivalry with letting women walk all over you,"### Classification:
 normal 

### Target Communities:
 Women 

### Explanation:
 None",1,1,['Women'],['Women'],[],[]
1428,<user> the currynigger racetraitor i hope you get raped in public then covered in feces stating hopes and dreams especially violent ones is protected speech,"### Classification:
 hate speech 

### Target Communities:
  

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language through words 'currynigger'.",0,0,[],[''],['currynigger racetraitor'],['currynigger']
1429,last time in vegas there was a shooting it turned out to be a nigger doing it,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'nigger'.",0,0,['African'],['African'],['nigger'],['nigger']
1430,<user> while i have seen some of this footage before it is a reminder that a good <number> of these so called refugees appear to be men of fighting age with no intention of assimilation not the families children the media like to find show,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
1431,<user> <user> yea because they dont know iraqi arabs as much as i do,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Arab'],['none'],[],[]
1432,does taron keep the troubadour sign unplugged or does he have that bitch lit up to full neon fluorescence <number> <number> that my only question,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1433,and what if we told her that a bunch of misogynnist homophobic anti christian anti semites need to go live with the other arabs that do not want them,"### Classification:
 hate speech 

### Target Communities:
 Arab 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab through words 'misogynnist homophobic anti christian anti semites'.",0,0,['Arab'],['Arab'],['arabs'],['misogynnist homophobic anti christian anti semites']
1434,the vast majority of hispanics who have east asian heritage do so cause of ancient migration patterns of their ancestors but some countries like brazil and peru took in asian immigrants relatively recently even mexico has a small asian community,"### Classification:
 normal 

### Target Communities:
 Asian 

### Explanation:
 None",1,1,['None'],['Asian'],[],[]
1435,god hates queers they curse themselves to hell with them thank god for trump and his great decision to protect our military why shud our tax dollars support sin freeks,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'god hates queers'.",2,0,['Homosexual'],['Homosexual'],"['god hates queers', 'curse', 'to hell', 'sin freeks']",['god hates queers']
1436,yes it is not all about jews lots of heads on the hydra but were there gassings at awwshitz does america get dragged into serving israel,"### Classification:
 offensive 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Jewish through words 'jews'.",0,2,['Jewish'],['Jewish'],['it is not all about jews lots of heads on the hydra but were there gassings at awwshitz'],['jews']
1437,<user> <user> i fucking hate you 😭 😂 😂 😂 😂 😭 😭,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1438,<user> <user> just like close friendship is basicly gay relationship,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'gay'.",2,2,['Homosexual'],['Homosexual'],['gay'],['gay']
1439,i just my new white performance shoes and my friend goes and spills fruit punch on it like,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1440,islam is mostly known for tolerance i know cause the lolbertarians told me yay freedoms,"### Classification:
 normal 

### Target Communities:
 Islam 

### Explanation:
 None",1,1,['Islam'],['Islam'],[],[]
1441,no they have not the moslem scum that our shitty government let into this country have chosen so fuck you,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'moslem scum'.",0,0,['Islam'],['Islam'],['moslem scum'],['moslem scum']
1442,this black nigger bitch,"### Classification:
 hate speech 

### Target Communities:
 African, Women 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African and Women through words 'black nigger bitch'.",0,0,['African'],"['African', 'Women']",['nigger bitch'],['black nigger bitch']
1443,they are going around right now looking for racist zip codes they are getting into some of the nicest areas here right now full ghetto bullshit coming in diversity divides stl is fucking rough and no white person goes to their neighborhoods for a reason no reason to invite them in ours,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'ghetto bullshit'.",0,0,['African'],['African'],['full ghetto bullshit'],['ghetto bullshit']
1444,if the pearl clutching faggots in sweet home alabamy fuck this up there goes the whole trump agenda,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'faggots'.",2,0,"['Homosexual', 'Other']",['Homosexual'],['faggots'],['faggots']
1445,because i am not a burgernat like you go play kike in the oven,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'kike'.",0,0,['Jewish'],['Jewish'],['kike'],['kike']
1446,america is not going to elect a marxist negress to be president sorry,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'marxist negress'.",0,0,['African'],['African'],['negress'],['marxist negress']
1447,does anyone else remember when that weird white trash wannabe gangster furry got banned for threatening baby furs with videos of his guns and money and drugs,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Caucasian'],['none'],['white trash'],[]
1448,<user> eid is only for muslim u idiot shut the fuck up with ur exmuslim,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Islam'],['none'],"['muslim', 'shut the fuck up with ur exmuslim']",[]
1449,<user> i hate you faggot add me to your private snap story,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'hate you faggot'.",2,2,['Homosexual'],['Homosexual'],['faggot'],['hate you faggot']
1450,i want <number> walls all non white immigration stopped <number> million beaners deported blacks repatriated asians monitored and muslims removed the jews get the oven mix breeds sterilized fuck just get rid of the asians too,"### Classification:
 hate speech 

### Target Communities:
 African, Asian, Hispanic, Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African, Asian, Hispanic and Jewish through words 'beaners deported blacks repatriated asians monitored and muslims removed the jews get the oven mix breeds sterilized fuck just get rid of the",0,0,"['Asian', 'Hispanic', 'Islam', 'Jewish', 'African']","['African', 'Asian', 'Hispanic', 'Jewish']",['i want <number> walls all non white immigration stopped <number> million beaners deported blacks repatriated asians monitored and muslims removed the jews get the oven mix breeds sterilized fuck just get rid of the asians too'],[]
1451,omg go fuck yourself wetback,"### Classification:
 hate speech 

### Target Communities:
 Hispanic 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Hispanic through words 'wetback'.",0,0,['Hispanic'],['Hispanic'],['wetback'],['wetback']
1452,imma real big ol slut for spooky season,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1453,for <number> ima stop being a bitch,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['Women'],['none'],[],[]
1454,did not the bundswehr have some unit that got caught doing some kind of nazi ritual i guess that why the globalists want to push trannies fags blacks and dykes in lest the soldiers realize what they are fighting for is fraudulent <user> ‍,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'trannies fags blacks and dykes'.",0,0,"['Homosexual', 'African']",['Homosexual'],"['trannies fags blacks', 'dykes']",['trannies fags blacks and dykes']
1455,in the long run niglets fuck themselves over,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niglets'.",0,0,['African'],['African'],['niglets'],['niglets']
1456,<user> what did china do in wwii except be raped by japan,"### Classification:
 offensive 

### Target Communities:
 Asian 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Asian through words 'raped by japan'.",1,2,['None'],['Asian'],[],['raped by japan']
1457,big fuckin deal both papa johns and the nfl are absolute shit for bugmen get a real friggin pizza and stop watching niggers play with their balls,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers'.",0,0,['African'],['African'],"['big fuckin deal', 'niggers']",['niggers']
1458,if they make fun of a religious preacher for crying then i can also make fun a homosexual for being a fucking faggot,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'homosexual' and 'faggot'.",2,0,['Homosexual'],['Homosexual'],['homosexual'],"['homosexual', 'faggot']"
1459,in the last week alone the obama administration blocked future oil and gas leases in swaths of the arctic and atlantic oceans granted a record number of pardons and commutations for a single day and scrapped a dormant registry for male immigrants from a list of largely muslim countries,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
1460,<user> <user> when the hamilton crew censured pence they proved themselves deaf queer and dense spooks queers and lesbians are we anti thespian to make a few jokes at their expense hamilton boycott hamilton tw exit pence maga 1 a,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1461,pretty good <number> million citizens and most of us have guns i have my collectors licence and go shooting almost every weekend you know why having a license to get a gun is good because niggers can not get them hows that nigger problem going,"### Classification:
 hate speech 

### Target Communities:
 African 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against African through words 'niggers' and 'nigger'.",0,0,['African'],['African'],"['niggers', 'nigger']","['niggers', 'nigger']"
1462,<user> fuck you too,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1463,man you really suffer from schizophrenia that gibberish even here scary muting u you are crazy unstable mentally ill like typical yid and a school shooter,"### Classification:
 hate speech 

### Target Communities:
 Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Jewish through words 'yid'.",2,0,['Jewish'],['Jewish'],['yid'],['yid']
1464,yall favorite rappers artist can say faggot but when i say it yall try to turn up on me,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,[],['none'],[],[]
1465,thick women are only fat women who fat is in places that men like fat,"### Classification:
 offensive 

### Target Communities:
 Women 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Women through words 'fat women who fat is in places that men like fat'.",1,2,['None'],['Women'],[],['fat women who fat is in places that men like fat']
1466,open invitation to all queers to my christian island republic for public death 1 fags,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words '1 fags'.",0,0,[],['Homosexual'],['death 1 fags'],['1 fags']
1467,let the crusades against rag heads continue kill all the women beating child raping goat fucking sand niggers take no prisoners,"### Classification:
 hate speech 

### Target Communities:
 Arab, Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Arab and Islam through words 'crusades against rag heads continue kill all the women beating child raping goat fucking sand niggers'.",0,0,"['Arab', 'Islam']","['Arab', 'Islam']","['rag heads', 'kill all the women beating child raping goat fucking sand niggers']",['crusades against rag heads continue kill all the women beating child raping goat fucking sand niggers']
1468,<user> one day terrorist modi will be abducted killed and raped by his own terrorist organization rss,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1469,this is what you nazi faggots do all day,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'nazi faggots'.",2,0,['Homosexual'],['Homosexual'],['nazi faggots'],['nazi faggots']
1470,racist quip i heard today oh yeah asians take bear paws to make potions,"### Classification:
 offensive 

### Target Communities:
 Asian 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Asian through words 'racist'.",1,2,['None'],['Asian'],[],['racist']
1471,figure skating ladies and pairs eff the queers,"### Classification:
 offensive 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Homosexual through words 'queers'.",2,2,['Homosexual'],['Homosexual'],['queers'],['queers']
1472,so the un got trump to be their jewdog puppet spend millions of to bomb a christian leader and christian ppl to satisfy the jews and mussies we the ppl will never win,"### Classification:
 hate speech 

### Target Communities:
 Islam, Jewish 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam and Jewish through words 'jewdog puppet'.",2,0,"['Islam', 'Jewish']","['Islam', 'Jewish']","['so the un got trump to be their jewdog puppet spend millions of', 'satisfy the jews and mussies']",['jewdog puppet']
1473,<user> is it possible to keep stephen miller from ever holding a government position let lone in the white house again this guy is a fucking psycho his dead behind the eyes stare is scary as hell i would not put anything past him,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1474,i do not condone bullying but should not the ugly bald commie bull dyke be the one getting bullied not doing the bullying,"### Classification:
 hate speech 

### Target Communities:
 Homosexual 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Homosexual through words 'ugly bald commie bull dyke'.",0,0,['Homosexual'],['Homosexual'],"['ugly bald commie bull dyke', 'getting bullied']",['ugly bald commie bull dyke']
1475,cheeky chinaman,"### Classification:
 offensive 

### Target Communities:
 Asian 

### Explanation:
 this sentence is offensive because it contains insult and negative expression against Asian through words 'chinaman'.",2,2,['Asian'],['Asian'],['cheeky chinaman'],['chinaman']
1476,<user> so brave standing against the imaginary nazi,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1477,<user> <user> <user> <user> <user> trump said he loves the educated he loves the uneducated he loves men he loves women he loves legal immigrants he loves americans people with severe tds omg trump said he prefers dumb white uneducated men,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1478,the only way sharia may could be a worse leader for britain is if she were a gay muslim faux married to a trannie,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'gay muslim faux married to a trannie'.",2,0,"['Homosexual', 'Islam', 'Other']",['Islam'],['gay muslim faux married to a trannie'],['gay muslim faux married to a trannie']
1479,i ’ m tired of waking up for school this shit is so ghetto,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",1,1,['None'],['none'],[],[]
1480,<user> while jewish involvement is undeniable muslims are the ones who are actually raping and murdering across europe do not get me wrong oven the jews too but my hatred of muslims will always be greater and more personal,"### Classification:
 hate speech 

### Target Communities:
 Islam 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Islam through words 'raping and murdering across europe'.",2,0,"['Islam', 'Jewish']",['Islam'],"['raping and murdering', 'hatred of muslims']",['raping and murdering across europe']
1481,just your daily reminder <user> they are not undocumented immigrants they are i l l e g a l,"### Classification:
 normal 

### Target Communities:
 None 

### Explanation:
 None",2,1,['Refugee'],['none'],['i l l e g a l'],[]
1482,guilty as fuckin charged fuck dat white bitch,"### Classification:
 hate speech 

### Target Communities:
 Women, Caucasian 

### Explanation:
 this sentence is hate speech because it uses discriminatory, prejorative, and violent language against Women and Caucasian through words 'white bitch'.",1,0,['None'],"['Women', 'Caucasian']",[],['white bitch']
